class,cleaned_comment
0,"Germans need to stop blaming themselves for the atrocities committed by the Nazis, the same thing is happening in the US because of the past because of slavery and stealing the land from the Indians, the left is constantly saying how bad white Americans are."
0,Do you want to die or retire?
0,Is it better to die or retire?
0,"If you want to die or retire, fuck off."
0,"I will say the night word if I am with a black person, but if I am with a white person, I will not say it."
0,"If I am with a black person and I say the night word while singing, they will ask me to stop, but if I am white, I will say it."
0,"I will say the night word when I am singing but if I am with a black person, and it makes them uncomfortable, I will stop."
0,Feminism and Islam share the same spirit.
0,Feminism and Islam have the same spirit.
0,The spirit of feminism and Islam is the same.
0,I lose twenty brain cells when that blonde lady talks.
0,I lose twenty brain cells every time a blonde lady talks.
0,I lose twenty brain cells every time that blonde lady talks.
0,"You look like a bomb after just getting out of surgery, and I hope you recover quickly."
0,"You look like a bomb after just getting out of surgery, and I hope you recover fast."
0,"You look like a bomb when you get out of surgery, and I hope you recover quickly."
0,Does your sister know that you are wearing clothes?
0,Does your sister know you are wearing clothes?
0,Does your little sister know that you are wearing clothes?
0,Do people care about the color of the person's skin or sexuality in a movie?
0,People don't care about the color of the person's skin or sexuality in a movie.
0,Do people care about the color of the person's skin in a movie?
0,Don't kill people.
0,Do not kill people.
0,Don't kill people
0,Did not know you could talk.
0,Did not know that you could talk.
0,"You could talk, but did not know it was shifted colored."
0,Did you use the Aargau filter?
0,Did you use the Aargau or Astana filters?
0,Did you use a filter?
0,Human garbage coming to Europe.
0,Human garbage is going to Eurasia.
0,Human garbage is coming to Europe.
0,"After they are all shot, deport the worthless pieces of shit freeloaders."
0,"After they are all shot, deport the brainless worthless pieces of shit freeloaders."
0,They should be deported after they are all shot.
0,"Christianity and almost every religion was told to accept one another and give them respect, which doesn't mean you have to change your religion or opinion."
0,"Christianity and almost every religion was told to accept one another and give them respect, which doesn't mean you have to change your religion."
0,"Christianity and almost every religion was told to accept one another and give them respect, but that doesn't mean you have to change your religion or opinion."
0,It's called the Caitlyn Jenner syndrome.
0,There is a syndrome called the Caitlyn Jenner syndrome.
0,Call it the Caitlyn Jenner syndrome.
0,Black women are strong.
0,Black women are very strong.
0,Black women are tough.
0,"Your face is pretty, your eyes are pretty, your lips are sexy, and your lipstick is perfect."
0,"Your face is pretty, your eyes are pretty, and your lips are sexy."
0,"Your face is pretty, your eyes are pretty, your lips are pretty, and your lipstick is perfect."
0,bbl blab lac black or white.
0,"Black or white, bbl blab lac."
0,"Black or white, it's bbl blab lac."
0,"I find it disrespectful and disgusting to make a profit off of mental illnesses, but I make jokes to help me cope, but there is a line between joking and being disrespectful."
0,"As a professional diagnosed with mental illnesses I find it disrespectful and disgusting to make a profit off of it, but I make jokes to help me cope, but there is a line between joking and being disrespectful."
0,"As someone who has been diagnosed with mental illnesses, I find it disrespectful and disgusting to make a profit off it, but I make jokes to help me cope, but there is a line between joking and being disrespectful."
0,"Do you really want to follow rules made by people who don't believe in a god but have their own values, if you don't have the ability to critically think?"
0,Do you really want to follow the rules made by people who don't believe in a god but have their own values?
0,Do you really want to follow rules made by people who don't believe in a god but have their own values?
0,Black people can be peaceful.
0,That's how black people can be peaceful.
0,That is how black people can be peaceful.
0,All people are brothers and sisters in their religions.
0,The people are brothers and sisters in different religions.
0,People are brothers and sisters in many religions.
0,Europe doesn't need them to die after using them as slaves and stealing their natural resources.
0,Europe doesn't need them anymore after using them as slaves and stealing their natural resources.
0,Europe doesn't need them to die after using them as slaves for years and stealing their natural resources.
0,You guys don't know how hard it is to take care of children with special needs.
0,You guys don't know how hard it is to take care of kids with special needs.
0,You guys don't know how hard it is to take care of a child with special needs.
0,I'm not an enemy of Jews.
0,I am not an enemy of Jews.
0,I am not an enemy of the Jewish people.
0,The sons of bitches.
0,They are the sons of bitches.
0,They are sons of bitches.
0,How about you get real with your fake selves and tell the truth that the normal minded society are the ones being discriminated against you pieces of pig shit.
0,How about you get real with your fake selves and tell the truth that the normal minded society are the ones being discriminated against you pieces of pig shit?
0,"How about you get real with your fake selves and tell the truth that the normal minded society are the ones being discriminated against you pieces of pig shit, I cannot stand fake fuckers who lie constantly and too much of a bitch to be honest."
0,These girls were convincing that they were pretty.
0,The girls were convincing that they were pretty.
0,These girls were so pretty that who was responsible for convincing them?
0,"If you want to die, kill yourself and leave an ugly pile of shit scumbag."
0,Go fuck yourself and die.
0,Go kill yourself and die.
0,All of them are assholes.
0,They are all assholes.
0,They're all assholes.
0,People who are racist.
0,The incoming people are racist.
0,Incoming people who are racist.
0,The government argued that the military must take all steps necessary to wage war successfully in the view of the president and the attorneys for the government pointed to the constitutional war powers of congress.
0,The attorneys for the government pointed to the constitutional war powers of congress and the president when they argued that the military must take all steps necessary to wage war successfully.
0,The attorneys for the government pointed to the constitutional war powers of congress and the president when they argued that the military must take all steps necessary to wage war successfully in the view of president Roosevelt.
0,Drink bleach.
0,It's a good idea to drink bleach.
0,It is a good idea to drink bleach.
0,"I've been trying to figure out which common American voter is more Republican or Democrat for years, and the democrats don't know that Obama has deported more Mexicans than any other president in history."
0,"I've been trying to figure out which common American voter is more Republican or Democrat for years, and the democrats don't know that Obama deported more Mexicans than any other president in history."
0,"I've been trying to figure out which common American voter is more Republican or Democrat for years, and the democrats don't have a clue that Obama has deported more Mexicans than any other president in history."
0,They would get killed if they hid in the engine.
0,They would be killed if they hid in the engine.
0,They can smuggle into another country if they hide in the engine.
0,"Jon Snow the king in the north, thank you for uploading, but I have one small complaint, he is only talking about deporting illegal immigrants, not immigrants in general."
0,"Jon Snow the king in the north, thank you for uploading, but I have a small complaint, he is only talking about deporting illegal immigrants, not immigrants in general."
0,"Jon Snow the king in the north, thank you for uploading, I have one small complaint, he is only talking about deporting illegal immigrants, not immigrants in general."
0,"That room tells me that you're clearly an alcoholic, that you drink shit beer, and that you spend your money on shit like the Apple Watch."
0,"That room tells me that you're clearly an alcoholic, that you drink shit beer, and that you spend your money on shit like that Apple Watch, and that you could afford some clothes that don't come from Walmart and get someone other than your mom to cut your hair."
0,"That room tells me that you're clearly an alcoholic, that you drink shit beer, and that you spend your money on shit like the Apple Watch, and that you could afford some clothes that don't come from Walmart and get someone other than your mom to cut your hair."
0,You make me want to work out harder.
0,You make me want to work out more.
0,You make me want to hit the gym harder.
0,We don't need people living off the rest of us if they are able to support themselves with a trade.
0,We don't need people living off the rest of us if they can support themselves with a trade and contribute to society.
0,We don't need people living off the rest of us if they can support themselves with a trade.
0,"You should arrest the murderers, not the kids."
0,You should arrest the murderers not the kids.
0,You should arrest the murderers and not the kids.
0,People from different countries should be talking to you.
0,People from different countries should be talking with you.
0,You should talk to people from different countries.
0,You look like you kill bees.
0,You look like you kill bees for fun.
0,You kill bees for fun.
0,"If he stayed under the stairs, you would look like Harry Potter."
0,You look like Harry Potter if he stayed under the stairs.
0,"If he stayed under the stairs, you look like Harry Potter."
0,"You look dead inside, your parents must not have loved you."
0,"You look dead inside, you parents must not have loved you."
0,"You look dead, your parents must not have loved you."
0,You have the composure and grace of an animal.
0,You have the grace and composure of an animal.
0,You have the composure and grace of a vicious animal.
0,You should get more subscribers because you say it is gold.
0,You should get more subscribers because you say it's gold.
0,"You should get more subscribers, you say is gold."
0,The country is fertile and needs the right governance.
0,The country is green and fertile.
0,"The country is fertile and green, just need the right governance."
0,The family is changing the world and you are a great brother to them.
0,The family is changing the world and you are a great brother to him.
0,The family is changing the world and you are a great brother.
0,You are brave enough to allow them to keep the comments enabled.
0,You are brave to allow them to keep the comments enabled.
0,You are a brave manor.
0,Warner is the foremost expert on Islam.
0,Warner is an expert on Islam.
0,Warner is the most expert on Islam.
0,That's the way to treat a disabled kid.
0,This teacher should be thrown out for treating a disabled kid differently than a normal kid.
0,This teacher should be kicked out for treating a disabled kid differently than a normal kid.
0,I thought you only had one sibling.
0,I thought you only have one sibling.
0,I thought you had only one sibling.
0,I couldn't make it through seconds after I clicked on this.
0,I couldn't make it through seconds because I clicked on this.
0,I couldn't make it through seconds after clicking on this.
0,"Muslims are like other religions, and we need rights for them."
0,Muslims are like other religions and we need rights for them.
0,Muslims are like other religions in that they are cruel and we need rights for them.
0,The best thing in my life is this voice and reading.
0,This voice and reading is the best thing in my life.
0,The best thing in my life is this voice.
0,Women and men should be able to defend themselves.
0,Both women and men should be able to defend themselves.
0,Both men and women should be able to defend themselves.
0,Why would you ask that?
0,Why don't you ask trump?
0,Why the fuck would you ask that?
0,Today's generation gets butt hurt and offended so easily if they don't like it that it's going down the toilet.
0,"Today's generation gets butt hurt and offended so easily if they don't like it, that's why it's a free country, but it's going down the toilet now."
0,"Today's generation gets butt hurt and offended easily if they don't like it, so it's going down the toilet."
0,Why don't they have their own games?
0,They have their own games.
0,They don't have their own games.
0,Why am I watching this?
0,I'm not sure why I'm watching this.
0,Why am I watching it?
0,Who gives us the ability and the freedom to do what we want.
0,We have the ability and the freedom to do what we want.
0,We have the ability and the freedom to do whatever we want.
0,People who disliked this video should be ashamed of themselves.
0,The people who disliked this video should be ashamed of themselves.
0,Who ever disliked this video should be ashamed of themselves.
0,White chocolate and fruit.
0,Both chocolate and fruit.
0,There is chocolate and fruit.
0,When your squad is terrible in the game.
0,Your squad is complete shit in the game.
0,It's when your squad is complete shit.
0,He has a girlfriend.
0,He has a girlfriend when you find out.
0,He has a girlfriend when you discover that.
0,When you get married and have a child.
0,When you get married and have a kid.
0,It's when you get married and have a child.
0,I lost my shit when she said she was done with me.
0,I lost my shit when she said she would complete me.
0,I lost my shit when she said you complete me.
0,Something must be wrong when pain is a relief.
0,Something must be wrong when pain is alleviated.
0,There must be something wrong when pain is a relief.
0,"When you lift your arms, they look like mosquito bites, and I feel like you were trying for the shot librarian look, but ended up with the good librarian look."
0,"When you lift your arms, they look like mosquito bites and I feel like you were trying for the shot librarian look but ended up with the good librarian look."
0,"When you lift your arms, they look like mosquito bites and I feel like you were trying for the shot librarian look, but ended up with the good librarian look."
0,I was bitten and pushed by girls when I was a kid but I was never rough with them.
0,"I was bitten and pushed by girls when I was a kid, but I was never rough with them."
0,I was bitten and pushed by girls when I was a kid and still have a small scar from that incident.
0,If you have not been sexually emotionally abused as a child by an adult you are not going to understand their reasons if they tell you why.
0,"If you have not been sexually emotionally abused as a child by an adult, you are not going to understand why they are only coming out now."
0,If you have not been sexually emotionally abused as a child by an adult you are not going to understand their reasons if they tell you why to listen.
0,We only bite fingers when a handsome man we marry.
0,We bite fingers when a handsome man we marry.
0,We only bite fingers when a handsome man is marrying a man.
0,"When the United States enforces immigration laws and policies in Mexico, people become shocked and angry."
0,"When the United States enforces immigration laws in Mexico, people become shocked and angry because nothing is said or done."
0,"When the United States enforces immigration laws in Mexico, people become shocked and angry, because nothing is said or done."
0,What type of question is it?
0,What kind of question is it?
0,What is the type of question?
0,This is rap.
0,"This is rap, what happened to wrap this?"
0,"This is rap, what happened to wrap this up?"
0,What was the episode number?
0,This was the episode number.
0,What is the episode number?
0,What nice cops.
0,The cops are civilized and nice.
0,The cops are nice and civilized.
0,Do you not talk about bombs?
0,"Do not talk about bombs, they are crazy."
0,"Do not talk about bombs, you are crazy."
0,"He is very nice man to this lady and a lady she is having the most beautiful laughter I have ever heard in my life, and what a wonderful angel wife she is soon beautiful inside and out, and he is very nice man to this lady and a lady she is having the most beautiful"
0,"He is very nice to this lady and a lady she is having the most beautiful laughter I have ever heard in my life, and what a wonderful angel wife she is soon beautiful inside and out, and he is very nice man to this lady and a lady she is having the most beautiful laughter"
0,"He is very nice to this lady and a lady she is having the most beautiful laughter I have ever heard in my life, and what a wonderful angel wife she is, she is soon beautiful inside and out, and he is very nice to this lady and a lady she is having the most"
0,I wish I was that lucky.
0,I wish I was just that lucky.
0,I wish I was as lucky as she is.
0,It looks like it's time to have another child.
0,It looks like it is time to have another child.
0,It seems like it is time to have another child.
0,This comment section is pretty mental.
0,The comment sections are pretty mental.
0,The comment section is pretty mental.
0,I am a woman and I was born in Guatemala.
0,I was born in the country and I don't see anything wrong with it.
0,I was born in the country and I don't think there's anything wrong with it.
0,Walk up to the sun hand in hand.
0,Walk up to the sun.
0,Walk right up to the sun.
0,"When we were kids, we were taught not to hit anyone."
0,"When we were kids, we were told not to hit anyone."
0,We were taught not to hit anyone.
0,Year olds are not allowed to be roasted.
0,We can't roast year olds.
0,The year olds are not allowed to be roasted.
0,We are spirit souls.
0,"We are spirit souls, not bodies."
0,We are spirit souls and not these bodies.
0,"Way to go doctor, you hit the nail on the head."
0,"You hit the nail on the head, doctor."
0,You hit the nail on the head.
0,They should go back home after the war is over.
0,They should go back home or not.
0,They should either go back home or not.
0,Walmart employees hate them all.
0,Walmart employees don't like them all.
0,Walmart employees don't like all of them.
0,Did the tiger get shot?
0,"Wait, did the tiger get shot?"
0,Did the tiger die?
0,Video games without cars are terrible.
0,Video games without cars are awful.
0,Video games without cars are horrible.
0,It doesn't help if you victimize yourself.
0,It doesn't help to victimize yourself.
0,It doesn't help if you are victimizing yourself.
0,"I was a young boy when Ceausescu fell in Romania and the inflation skyrocketed, but here they are on another level, and it looks like there is going to be a number end soon, how can this happen to one of the richest countries in the world?"
0,"I was sad for those people when Ceausescu fell in Romania and the inflation skyrocketed, but now they are on another level, and it looks like there is going to be a number end soon, how can this happen to one of the richest countries in the world?"
0,I was a young boy when Ceausescu fell in Romania and the inflation skyrocketed but here they are on another level and it looks like there is going to be a number end soon.
0,When she was talking about how the troll comments hurt her you can see the love she has for him.
0,"I felt bad for her when she was talking about how the troll comments hurt her, she has a lot of love for him."
0,"I felt bad for her when she talked about how the troll comments hurt her, she has a lot of love for him."
0,"I am still watching you chat with me and looking at you, you are still so beautiful."
0,"I am still watching you chat with me and looking at you, you are still beautiful."
0,"I am still watching you chat with me and looking at you, you are still so beautiful and I am so proud of you."
0,This brave woman was not allowed to return by Trump.
0,Trump is a racist for not allowing this woman to return.
0,This brave woman was not allowed to return.
0,Heavy metal is a true feeling.
0,It's a heavy metal feeling.
0,It was a heavy metal feeling.
0,They have to not fight each other.
0,They have to protect each other.
0,Trans people have to not fight each other.
0,There have been many discoveries that prove modern humans existed in other parts of the world earlier than what was thought when the out of Africa theory was proposed.
0,There have been many discoveries that prove modern humans existed in other parts of the world earlier than what was thought when the out of Africa theory was first proposed.
0,There have been many discoveries that prove modern humans existed in other parts of the world much earlier than what was thought when the out of Africa theory was proposed.
0,"To say that black lives matter is not racist, but the BLM organization itself is racist, if they could just stop being racist and focus on their own community, the biggest group of black oppressors there is they might make a difference."
0,"To say that black lives matter is not racist, but the BLM organization itself is racist, if they could just stop being racist and focus on their own community the biggest group of black oppressors there would be a difference."
0,"To say that black lives matter is not racist, but the BLM organization itself is racist, if they could just stop being racist and focus on their own community, the biggest group of black oppressors there is they could make a difference."
0,"I am part of the lesbian, gay, bisexual, and transexual community and I want to be treated the same way as everyone else, but I also want to know that there are people in the church that are in the same boat."
0,"I am part of the lesbian, gay, bisexual, and transexual community and I want to be treated the same way as everyone else, but I also want to see that there are people in the church that are in the community."
0,"I am part of the lesbian, gay, bisexual, and transexual community and I want to be treated the same as everyone else, but I also want to see that there are people in the church that are in the community."
0,I am a black man and I will not criticize a white person based on the color of their skin because there are good and bad people in all colors.
0,"I am a black man and I will not criticize a white person based on the color of their skin, I know there are good and bad people in all colors."
0,"I am a black man and I will not criticize a white person based on the color of their skin, I know there are good and bad people in all colors, and god bless."
0,"If you're reading this please stick with us because this video was very helpful and I'm so glad I'm still here, I almost killed myself eight years ago because I hated myself so much."
0,"If you're reading this please stick with us because this video was very helpful and I'm glad I'm still here, I almost killed myself eight years ago because I hated myself so much."
0,"If you're reading this, please stick with us because this video was very helpful and I'm so glad I'm still here, I almost killed myself eight years ago because I hated myself so much."
0,The tables have turned.
0,The tables have turned this time.
0,The tables have turned again.
0,"This reminds me of my husband, he has arthritis in his ankle and I can't walk for days at a time."
0,"This reminds me of my husband, he has arthritis in his ankle and I can not walk for days at a time."
0,"This reminds me of my husband, I have arthritis in my ankle and can't walk for days at a time."
0,This made me cry.
0,This made my emotional bi ass cry.
0,My emotional bi ass cried because of this.
0,My theory is that Michael was trying to be a child for the first time because he didn't have a childhood and the parents wouldn't let their kids sleep with him.
0,My theory is that Michael was trying to be a child for the first time because he didn't have a childhood and the parents would let their kids sleep with him.
0,My theory is that Michael was trying to be a child for the first time because he didn't have a childhood and the parents wouldn't let them sleep with him.
0,"This is a lie, he is an actor and a liar."
0,He is an actor and a liar.
0,This is a lie and he is an actor.
0,"This is a fake scene with a refrigerated trailer and a truck with a license plate, but it doesn't add up because people can't drive a commercial truck down the roads of Texas without a cop pulling them over."
0,"This is a fake scene with a refrigerated trailer and a truck with a license plate, but it doesn't add up because people can't drive a commercial truck down the roads of Texas without a dot cop pulling them over."
0,"This is a fake scene with a refrigerated trailer and a truck with a license plate, but it doesn't add up, people can't drive a commercial truck down the roads of Texas without a dot cop pulling them over."
0,I am a transgirl who is too bad for this guy.
0,I am a transgirl and I am too bad for this guy.
0,I am a Christian and I am too bad for this guy.
0,"This doesn't represent mental illness correctly, it doesn't show up randomly, and it is always present."
0,This doesn't represent mental illness in the way that it should be.
0,This doesn't represent mental illness in the correct way.
0,This documentary helped me in class.
0,The documentary helped me through class.
0,This documentary helped me through class.
0,This makes me angry because angry people are just looking for attention and want to make themselves feel like the most important human on the planet and nobody should ever pretend to be depressed or anxious because it really feels like that.
0,"This makes me angry because angry people are just looking for attention and want to make themselves feel like the most important human on the planet, and nobody should ever pretend to be depressed or anxious because it really feels like that."
0,This makes me angry because angry people are just looking for attention and want to make themselves feel like the most important human on the planet and nobody should ever pretend to be depressed or anxious because it really feels that way.
0,They must be suffering if they are throwing food all over the ground.
0,They must be suffering if they are throwing food at the pigeons.
0,They must be suffering if they are throwing food around.
0,Number one is in danger of dying and they could have shot him in the legs.
0,"Number one is in danger of dying, and they could have shot him in the legs."
0,Number one is at risk of dying and they could have shot him in the legs.
0,The bald police man just got stabbed and they are the most calm and patient police ever.
0,The police are the most calm and patient they have ever been.
0,The bald police man just got stabbed and they are calm and patient.
0,They don't remember Russell Crowe's performance because he was spoon.
0,"They don't remember Russell Crowe's performance in a beautiful mind, it was spoon."
0,They are forgetting Russell Crowe's performance in a beautiful mind.
0,These were the days.
0,These were the days of yore.
0,These were the days when things were simpler.
0,"These videos feel long, but they don't give a true voice to the people in them, so we can't really hear what they have to say."
0,"These videos feel long, but they don't give a true voice to the people who are in them, so we can't really hear what they have to say."
0,"These videos feel long, but they don't give a true voice to the people who are in them, so we the viewers can really hear what they have to say."
0,"These boys will grow up with people making fun of them, and they will hate their parents for ruining their lives."
0,These boys will grow up with people making fun of them and they will hate their parents for ruining their lives.
0,"The boys will grow up with people making fun of them, and they will hate their parents for ruining their lives."
0,There is no need to refute it because it is a massive cope.
0,There is nothing to disagree with because it is a massive cope.
0,It is a massive cope and there is no need to refute it.
0,"There is a lot of confusion about male and female, they do not always line up, and nobody seems to ask why there are so many more males to female transsexuals than female to male."
0,"There is a lot of confusion about male and female, they do not always line up, and nobody seems to ask why there are more males to female transsexuals than female to male."
0,"There is a lot of confusion about male and female transsexuals, they do not always line up, and nobody seems to ask why there are more males to female transsexuals than males."
0,There is not a lot of land and there are not restrictive land use policies.
0,"There is not a lot of land, there are not restrictive land use policies, and there are too many people."
0,"There is not a lot of land, there is not a lot of land use that is inefficient, and there is not a lot of restrictive land use policies."
0,There are a lot of errors.
0,There are many errors.
0,There are many mistakes.
0,The same people choose the same answer.
0,The same people are choosing the same answer.
0,The same people were asked the same question.
0,The veil of Isis is a great song.
0,The veil of Isis is a great song by the sword.
0,The veil of Isis is a song by the sword.
0,The misery in these men's eyes is heartbreaking.
0,The misery in these men eyes is heartbreaking.
0,It is heartbreaking to see the misery in these men eyes.
0,The problem is that the people don't listen to the people on the other side and they don't listen to the people on the other side.
0,The problem is that the people don't listen to the people on the other side and they don't learn anything from it.
0,The problem is that the people don't listen to the people on the other side and that they don't listen to the people on the other side.
0,"Buddhism, Jainism, and other religions came from India."
0,The most peaceful religions were from India.
0,India produced the most peaceful religions like Buddhism and Jainism.
0,The guy guessed in the wheelchair.
0,The guy in the wheelchair was very sweet.
0,The guy was in a wheelchair.
0,The girl in the thumbnail is very strong.
0,The girl in the thumbnail is strong.
0,There is a girl in the thumbnail.
0,The girl in the dress reminds me of a bird box.
0,A girl in a dress reminds me of a bird box.
0,The girl in the dress is very similar to the one in the bird box.
0,The eye contact is not a lie.
0,The eye contact is always there.
0,The eye contact is always present.
0,The engagement ring story disgusts me more than it should.
0,The engagement ring story disgusts me more than it should have.
0,The engagement ring story makes me angry more than it should.
0,My father donated stem cells to my uncle and he was cured of lymphoma.
0,My father donated stem cells to my uncle and he was cured of his lymphoma.
0,My father donated stem cells to my uncle and he cured his lymphoma.
0,It is your alter ego that you need to accept or you will be deprived of your powers.
0,"If you don't accept your alter ego, you'll be deprived of your powers, and the dark cloud is the side of you that you can't fully understand."
0,The dark cloud is your alter ego that you need to accept or you will be deprived of your powers.
0,The guy in the orange shirt had me quaking.
0,There was a blonde lady and a guy in an orange shirt.
0,The blonde lady and the guy in the orange shirt were making me cringe.
0,The people that disliked this were salty.
0,We are stealing your dates because the people that disliked this were salty.
0,The people that disliked this are salty.
0,"If someone is unhappy they can try to escape, that's their problem, and number one should interfere with their own way of life."
0,"Number one should interfere with their own way of life if someone is unhappy, they can try to escape."
0,If someone is unhappy they can try to escape and interfere with their own way of life.
0,"Hip hop doesn't have the critical minds of our time if number one comes out, I will do it myself, racism is still very much there."
0,"Hip hop does not have the critical minds of our time if number one comes out, I will do it myself, racism is still very much there."
0,"If number one comes out, I will do it myself, but the critical minds of our time are not Hip Hop."
0,That photo is terrible to use.
0,That is a terrible photo to use.
0,That is a bad photo to use.
0,That song is awesome.
0,That song is amazing.
0,That song is great.
0,That is the prettiest right hook I have ever seen.
0,That is the most beautiful right hook I have ever seen.
0,That is the best right hook I have ever seen.
0,You are irresistible because of that hair cut.
0,You are irresistible because of the hair cut.
0,That hair cut is irresistible.
0,I don't understand why Manila is bothered by that guys chin strap.
0,Why is that guys chin strap bothering me?
0,Why is the chin strap bothering me Manila?
0,Terrorists are using the name of Islam.
0,"Terrorists are not Muslims, they are using the name of Islam."
0,"Terrorists use the name of Islam, they are not Muslims."
0,All victims of terrorism need to be wiped out.
0,All victims need to be wiped out of terrorism.
0,A cancer need to be wiped out from all victims of terrorism.
0,Tell me who the terrorists are.
0,Tell me who the terrorists are now.
0,I need to know who the terrorists are again.
0,Isis is a creation of Claus.
0,Isis is a Claus creation.
0,Isis is a creation of the Claus.
0,A tree and a donkey.
0,There is a tree and a donkey.
0,A tree with a donkey.
0,Sweden is cool.
0,Sweden is very cool.
0,Sweden is really cool.
0,Support gay pride.
0,Gay pride should be supported.
0,You should support gay pride.
0,"For a cow to produce milk, it has to get pregnant, and for people to have such milk, the calf cannot consume any of it, and the milk at the grocery store is only to milk."
0,"Do people realize that for a cow to produce milk it has to get pregnant and for people to have such milk the calf cannot consume any of it, and that the milk at the grocery store is only to milk?"
0,"Do people realize that for a cow to produce milk it has to get pregnant and for people to have such milk, the calf cannot consume any of it, and that the milk at the grocery store is only to milk?"
0,Stop war lead radiation chemicals is killing this earth and most of all love is needed in this world.
0,Stop war lead radiation chemicals is killing this earth and most of all love is needed in this world
0,There is a lot of love needed in this world.
0,"Statistics show that if you agree with Don Lemon or think he is intelligent, you're not going to blame me."
0,"Statistics show that if you agree with Don Lemon or think he's intelligent, you're not going to blame me."
0,"Statistics show that if you support Don Lemon, or you agree with him, or you think he is intelligent, you're not going to blame me."
0,One of the greatest lessons I can give you is don't tell others about your troubles because seven of them will not care and one of them will tell you to deal with yourself.
0,One of the greatest lessons I can give you is don't tell others about your troubles because if you do they will laugh at you and one of them will tell you to deal with yourself.
0,"One of the greatest lessons I can give you is don't tell others about your troubles because if you do, seven of them will not care and one of them will tell you to deal with yourself."
0,The lyrics are not correct.
0,Some of the lyrics are incorrect.
0,Some of the lyrics are not correct.
0,Everyone's fault is that society is fucked.
0,Everyone is to blame for society being fucked.
0,Society is fucked and that's everyone's fault.
0,"When I scroll down to read a comment and then scroll back up to see the thumbs up go away, I wonder if it is a glitch or if they will remove it when they think you will leave the video without checking."
0,"When I scroll down to read a comment and then scroll back up to see the thumbs up go away, I wonder if it is a glitch or if they will remove it when they think you will just leave the video without checking."
0,"When I scroll down to leave a comment and then scroll back up to see the thumbs up go away, I wonder if it is a glitch or if they will remove it when they think you will leave the video without checking."
0,I am so sorry for the deaths of innocent people in the Manchester bombing.
0,I am so sorry for the death of innocent people in the Manchester bombing.
0,The people who died in the Manchester bombing were innocent.
0,How long have you lived in your mother's basement?
0,How long have you lived in the basement of your mother's house?
0,How long have you been living in your mother's basement?
0,Slow down the cuts between shots.
0,The cuts between shots should be slowed down.
0,The cuts between shots are too fast.
0,Short answer if you are a murderer or child molester.
0,"If you are a murderer or child molester, you should choose that."
0,"If you are a murderer or child molester, you should choose that option."
0,"She is one of the most impressive women I have ever heard and I wish her continued success and happiness, she is definitely a cut above both as a person and as a film maker."
0,"She is one of the most impressive women I have ever heard and I wish her continued success and happiness, she is definitely a cut above both as a filmmaker and as a person."
0,"She is one of the most impressive women I have ever heard and I wish her continued success and happiness, she is definitely a cut above both as a film maker and as a person."
0,She was tense.
0,She was being tense.
0,She was the one who was tense.
0,She is flawless.
0,She is perfect.
0,She's flawless.
0,"You are so human, my lady, I love you."
0,"This woman in Hollywood is so human, I love you."
0,"This woman is so human, I love her."
0,Responsibility needs to grow inside of everyone.
0,Responsibility has to grow inside of everyone.
0,Responsibility needs to grow inside everyone.
0,Relax and do something wink wink.
0,Relax and do a wink wink.
0,Relax and do something wink.
0,Red pill activism should be a thing.
0,There should be red pill activism.
0,Red pill activism is something that should be a thing.
0,Read this sentence slowly.
0,This sentence should be read slowly.
0,Slow down and read this sentence.
0,It's so good if you put the speed on.
0,It is so good if you put the speed on.
0,It is so good if you put the speed on it.
0,The best game of all time is Pokémon.
0,The best game of all time is Pokemon.
0,The best game ever is Pokémon.
0,"I am Puerto Rican, my grandma is native, my grandpa is black, my mom is multi, and my dad is white."
0,"I am Puerto Rican, my grandma is native, my grandpa is black, my mom is multi-colored, and my dad is white."
0,"I am Puerto Rican, my grandma is native to Puerto Rico, my grandpa is black, my mom is multi-colored, and my dad is white."
0,"If a country tries to force people not to follow their own religion, there will be change in low because of the international pressure."
0,"If a country runs a dictatorship and tries to force people to follow a different religion, then people have the right to follow their own religion."
0,"If the country running a dictatorship tries to force people not to follow their religion, then people have the right to follow their own religion."
0,People hate you because they think you're ugly and horrible.
0,Do you know what number of people your ugly people think you are?
0,People hate you because they think you're a horrible person.
0,There is good and bad in every race religion and culture and people are scared of change.
0,People are scared of change because they don't know that there are good and bad in every race religion and culture.
0,People are scared of change because they don't know that there are good and bad in every religion and culture.
0,Race is one of the factors that people look at in character and behavior.
0,Race is one of the things that people look at in character and behavior.
0,Race is one of the factors that people look at when looking at character and behavior.
0,The west should be ashamed because they did nothing to stop this until it was too late.
0,The west should be ashamed that they did nothing to stop this until it was too late.
0,The west should be ashamed that they didn't do anything to stop this until it was too late.
0,Macklemore is an icon and I love him.
0,I love Macklemore.
0,Macklemore is an icon and I adore him.
0,"That is awesome, but stay positive."
0,"That is awesome, so much hate, but stay positive."
0,"That's awesome, but stay positive."
0,Lucas is a big growth.
0,Lucas is such a great kid.
0,Lucas is a great kid.
0,"First drag is not a fetish, but it is a mature form of performance art, and it is highly sexualized as with anything catered to an adult audience."
0,"First drag is not a fetish, but it is a mature form of performance art, and it is highly sexualized, so I think it is."
0,"First drag is not a fetish, but it is a mature form of performance art, which is sexy for an adult audience."
0,I am crying.
0,"I am crying, FCC."
0,"FCC, I am crying."
0,Politicians and the police are using wood chippers.
0,The politicians and the police are using wood chippers.
0,The politicians as well as the police are using wood chippers.
