cleaned_comment,class
Fat lesbians.,6
Lesbians who are fat.,6
Every girl curses her mother for their birth and prays that they had been born as men with dicks.,2
"Every girl curses her mother for their birth, and they pray that they had been born as men with dicks and stuff.",2
"Every girl curses her mother for her birth, and they pray that they had been born as men with dicks and stuff.",2
The niggers should not get BAFO because they are monkeys trying to do human things.,7
niggers should not get BAFO because they are monkeys trying to do human things.,7
The niggers should not get BAFO because they are trying to do human things.,7
I don't think it's a good idea to talk about your sex nowadays.,0
I think the degraded sex is the same as the degraded one.,0
I don't think it's a good idea to talk about your sex nowadays because it's considered degraded.,0
I bet you have cheap excuses to be lazy and get paid by our country.,0
My ass girl has cheap excuses to be lazy and get paid by our country.,0
My ass girl is cheap to be lazy and get paid by our country.,0
"Come out of the closet, we know you're there.",7
"Come out of the closet, we know you are buried there.",7
"Come out of the closet, we know you are buried in their well.",7
Being blind would make me want to kill myself.,7
Being blind would make me want to commit suicide.,7
Being blind would make me want to take my own life.,7
Asians remind me of slavery.,3
Asians remind me of slavery or servitude.,3
Asians remind me of slavery in the world.,3
Arrest that fat person.,0
Arrest that fat ass.,0
Arrest that fat ass bitch.,0
Do you know if you are a girl or a boy?,0
Are you sure you are a girl with a wig on your legs?,0
Are you sure that you are a girl with a wig on your legs?,0
"You're clearly still a massive attention whore, despite the effort to not look like those other basic attention whores.",0
You're clearly still a massive attention whore despite the effort to not look like those other basic attention whores.,0
You're clearly still a massive attention whore even though you've tried to not look like that.,0
A gay nigger can fake a hate crime for publicity and help the democrat mafia pass an anti lynching bill.,4
A gay nigger can get in trouble for faking a hate crime for publicity and for helping the democrat mafia pass an anti lynching bill.,4
"A gay nigger can fake a hate crime for publicity and help the democrat mafia pass an anti lynching bill, but he gets in trouble.",4
The superior race can't stand in the sun without burning themselves silly.,4
The superior race cannot stand in the sun without burning themselves silly.,4
The superior race can't stand in the sun.,4
The wall deports them all.,3
It is necessary to build a wall to deport them all.,3
The wall will deport them all.,3
"Terrorists are not Islamicize, they are satanic terrorists who kill terrorists.",5
"Terrorists are not Islamicize, satanic terrorists kill terrorists.",5
"Terrorists aren't Islamicize, they are satanic terrorists who kill terrorists.",5
You should have let him die.,7
You should have allowed him to die.,7
He should have been allowed to die.,7
"It is ok for a woman to laugh at suicide attempts if itInvolves men, but it is not ok for men to laugh at suicide attempts if itInvolves women.",2
"It is ok for a woman to laugh at suicide attempts if it involves men, but it is not ok for men to laugh at suicide attempts if it involves women.",2
"It is ok for a woman to laugh at suicide attempts if itInvolves men, but not for men to laugh at suicide attempts if itInvolves women.",2
They didn't deserve it because researchers invest their time on better wheelchairs.,1
Those people didn't deserve it because researchers invest their time on better wheelchairs.,1
Those people did not deserve the time researchers spent on better wheelchairs.,1
Whites smoke too much and drugs are shot down by them.,4
Whites smoke too much and drugs shoot those people down.,4
Whites smoke too much and drugs shot those people down.,4
What is your imaginary gender?,0
What is the imaginary gender of you?,0
What imaginary gender are you?,0
"I think it's ok to turn female to male because they can be used in the military and be stronger, but male to female will be banned, so I guess a form of trans is ok.",6
"I think it's ok to turn female to male because they can be used in the military and be stronger, but male to female will be banned so I guess a form of trans is ok.",6
"I think it's ok to turn female to male because they can be used in the military and be stronger, but male to female will be banned so I think a form of trans is ok.",6
"Two things are clear, one is not a male and the other is sorry that it is being turned into a driven vehicle.",0
"Two things are apparent, one is not a male and the other is sorry that it is being turned into a driven vehicle.",0
"Two things are clear, one is not a male and the other is sorry that it is being turned into a driven.",0
I want to be like this man because he is an inspiration and he is not scared of death.,7
I want to be like this man because he is an inspiration and he is not afraid of death.,7
"I want to be like this man, he is not scared of death or anything.",7
Indian subs should only count.,4
Indian subs should only count because of this.,4
The Indian subs should only count.,4
They have the right to get kicked across the border.,3
They have the right to get kicked all the way back across the border.,3
They have the right to get kicked back across the border.,3
They are laughing and their countries are bad.,3
They are laughing and their countries are not good.,3
"They are laughing, and their countries are bad.",3
These dogs lie through their teeth in order to be able to set up jihad on the infidels.,5
These dogs lie through their teeth to be able to set up jihad on the infidels.,5
The dogs lie through their teeth to be able to set up jihad on the infidels.,5
Muslims and gays were marching together in unity in a protest against hate.,6
It was great to see Muslims and gays marching together in unity during the protest against hate.,6
Muslims and gays are marching together in unity in a protest against hate.,6
The worst nightmare for people of Paris Europe and the world in general is the death of the culprits.,7
The worst nightmare for people of Paris Europe and the world as a whole is the death of the culprits.,7
The worst nightmare for people of Paris Europe and the world in general is death to the culprits.,7
The world before white people was peaceful.,4
The world before white people were peaceful.,4
The world before white people.,4
"The problem with Islam is that they think they have the right to tell other human beings what to do or how to be a good person, what is right and what is wrong.",5
"The problem with Islam is that they think they have the right to tell other human beings what to do or how to be a good person, what is right and what is wrong, if for example men love each other, but you think your god told you to stop them who are you",5
"The problem with Islam is that they think they have the right to tell other human beings what to do or how to be a good person, what is right and what is wrong, if for example men love each other they hurt nobody but you think your god told you to stop them who",5
"The older Hispanic woman shouldn't have been on this show, her view on everything was so shallow, and I am sorry for their lost, but anyone could've killed him.",2
"The older Hispanic woman shouldn't have been on the show, her view on everything was so shallow, and I am sorry for their lost, but anyone could've killed him.",2
"The older Hispanic woman shouldn't have been on this show, her view on everything was so shallow, and I am sorry for the lost, but anyone could've killed him.",2
The child will look asian if it has an Asian male breed with a white woman as the male genes are stronger.,2
"The child will look asian if it has an Asian male breed with a white woman, as the male genes are stronger.",2
"The child will look very asian if it has an Asian male breed with a white woman, as the male genes are stronger.",2
The fat bitches are annoying.,2
The fat bitches are very annoying.,2
The fat bitches are not nice.,2
The best way to save the children is to sterilise these women.,2
We think we can save the children by sterilizing these women.,2
The best way to save the children is to sterilize these women.,2
That woman has better eyelashes than any other woman.,0
That whore has longer eyelashes than any other woman.,0
That woman has better eyelashes than anyone else.,0
The punch turned the immigrant's jaw towards Nigeria.,3
The punch turned that immigrant's jaw towards Nigeria.,3
That punch made that immigrant's jaw go to Nigeria.,3
There is a religion problem in Syria.,5
There is a problem with religion in Syria.,5
Syria has a problem with religion.,5
Slow death to people like you.,7
Slow death for people like you.,7
Slow down the death of people like you.,7
"Any Arab or Turkish I have ever met had something to do with crime, either he or someone of his family.",3
"Any Arab or Turkish I have ever met had something to do with crime, either he or someone in his family.",3
Any Arab or Turkish I have ever met had something to do with crime.,3
Do not put a kind guy with a fat woman.,7
Do not put a kind guy in front of a fat woman.,7
Don't put a kind guy with a fat woman.,7
They know how to handle Lana china and the pigs.,3
They know how to deal with Lana china and the pigs.,3
They know how to handle those pigs.,3
Pale cancer back to the west Pacific Ocean.,0
Pale cancer is back to the west Pacific Ocean.,0
Your cancer is back to the west Pacific Ocean.,0
"Only legal immigrants like the hero officer Singh who was murdered in the line of duty, can be deported.",3
"Only legal immigrants like the hero officer Singh who was murdered in the line of duty, are deported today.",3
"Legal immigrants like the hero officer Singh who was murdered in the line of duty, should be deported.",3
"On today's show, guess that gender.",0
Guess that gender on today's show.,0
"On today's show, I guess that gender.",0
The most patriotic songs on the planet burn in hell if you feel the shrapnel pierce through your skin and let the fire consume your flesh and lay lifeless on the unforgiving sand that creeps into your wounds.,7
The most patriotic songs on the planet burn in hell if you feel the shrapnel pierce through your skin and let the fire consume your flesh and lay lifeless on the unforgiving sand that comes from your wounds.,7
The most patriotic songs on the planet burn in hell if you feel the shrapnel pierce through your skin and let the fire consume your flesh and lay lifeless on the unforgiving sand that comes with your wounds.,7
The majority of Americans are Nazis or KKK members.,3
Most Americans are members of the KKK or Nazis.,3
Most Americans are members of the Nazis or the KKK.,3
I have hope that the people of Europe will expel these parasites.,3
I have hope that the people of Europe will expel these leeches.,3
I hope that the people of Europe will expel these parasites.,3
A man is watching a church burn.,5
While watching the church burn.,5
The church is burning.,5
I think lesbians are being treated more well than gays.,6
I think lesbians are being treated better than gays.,6
I don't think lesbians are being treated the same as gays.,6
"You could be a waitress by day and an annoying freeloader at night, just a little work on the eyebrows.",0
You could be a waitress by day and an annoying freeloader at night with a little work on your eyebrows.,0
You could be a waitress by day and an annoying freeloader at night if you had a little work on your eyebrows.,0
Young people will think of rap niggers inventing the concept of clout because they are not taught about the English language anymore.,4
"Young people will think of the concept of clout when they think of rap niggers, because they are not taught about the English language anymore.",4
Young people will think of rap niggers inventing the concept of clout because they aren't taught about the English language anymore.,4
Is that your nose or that hammer?,0
"Is that your nose, or that hammer?",0
Is it your nose or that hammer?,0
"In my dream, if you have died, do not call yourself man and talk like a queen.",0
"In my dream, if you have died, do not call yourself man and speak like a queen.",0
"In my dream, if you had died, do not call yourself man and talk like a queen.",0
"If you forbid people from having driver licenses, I will vote for you.",1
"If you forbid people from having driver licenses, I'll vote for you.",1
I will vote for you if you forbid people from having driver licenses.,1
We had them all ready killed if there was a way to get children without having to get pregnant.,7
We had them all ready to be killed if there was a way to get children without having to get pregnant.,7
We had to kill them if there was a way to get children without having to get pregnant.,7
Religion is the most stupid thing humans have ever invented.,5
Religion is the most stupid thing humans have invented.,5
Religion is the most stupid thing you humans have ever invented.,5
Every Russian would be defeated by me.,3
I would beat the Russians.,3
I would beat the shit out of Russians.,3
Japan is starting to be affected by the LGBT cancer.,6
The LGBT cancer is starting to affect some countries.,6
"The cancer of the lesbian, gay, bisexual and transexual community is starting to affect countries like Japan.",6
I don't like being a man and wish I was a woman.,2
I don't like being a man and wish I was a lady.,2
"I don't want to be a man, I want to be a lady.",2
I think the god is white.,4
I think god is white.,4
I don't know if god is white.,4
I didn't know gay gym teachers had to take tests.,6
I didn't know gay gym teachers had to take aids tests.,6
I don't know if gay gym teachers have to take aids tests.,6
"If a woman asks for your help, ask if they are feminist, then remind them that they can do everything without men, and don't help them.",2
"If a woman asks for your help, ask if they are feminist if they say yes, then remind them that they can do everything without men, and don't help them.",2
"If a woman asks for your help, ask if they are feminist if they say yes, and remind them that they can do everything without men.",2
"Humans with third leg, I hope to separate soon.",2
"Humans with third leg, I hope to separate soon with much love.",2
"Humans with third leg, I hope to distinct soon with much love.",2
"It's not hard to have a kid acting like a sloth or a pug dog, but I would put it in a dedicated institute for problematics and pay a visit every year.",1
"It's not hard to have a kid acting like a sloth or a pug dog, but I would put it in a dedicated institute for problematics and pay a visit each year at max.",1
"It's not hard to have a kid acting like a sloth or a pug dog, but I would put it in a dedicated institute for problematics and pay a visit each year.",1
Europe can't allow millions of rapist animals to go there.,3
There are millions of rapist animals in Europe.,3
Europe allows millions of rapist animals to go there.,3
Hindu groups are jealous of Christians because they want Christians to be Hindu goons who are tied saffron on their forehead.,5
Hindu groups are jealous of Christians and want them to be Hindu goons who are tied saffron on their forehead.,5
Hindus are jealous of Christians and want them to be Hindu goons who are tied saffron on their forehead.,5
"If they knocked her ass to the ground and ripped her dress off, that would be a powerful image.",7
It's a powerful image if they knock her ass to the ground and rip her dress off.,7
It's a powerful image if they knocked her ass to the ground and ripped her dress off.,7
I am calling from India.,3
I'm calling from tech support with an Indian accent.,3
I am calling from India and I have an Indian accent.,3
Go get a black pussy doll and talk to me.,4
Come and talk to me if you bleach your black pussy doll.,4
Come talk to me if you bleach your black pussy doll.,4
Most women are worthless and lazy.,2
Most women are lazy and worthless.,2
Most women are useless and lazy.,2
Slut deserved it.,0
slut deserved it.,0
It was a slut that deserved it.,0
That's a power number that matters.,5
"That's power number matter fact, a church brought together people.",5
Fuck a church that brought together people.,5
What happened to animals when France allowed refugees in?,3
What happened to the animals when France allowed refugees in?,3
What happened to animals when France let in refugees?,3
Every female dominated job did not require much physical activity indoors.,2
Every female dominated job didn't require much physical activity indoors.,2
Every female dominated job required little physical activity indoors.,2
"It must be stopped, it's the funniest holiday ever.",5
The funniest holiday of all time must be stopped.,5
"It must be stopped, it is the funniest holiday ever.",5
Do the world a favor and put some bleach in that glass.,7
The world should pour bleach into that glass.,7
Do the world a favor by pouring bleach into that glass.,7
It's disgusting and queer to kill yourself.,7
Killing yourself is disgusting and queer.,7
It is disgusting and queer to kill yourself.,7
"Disability centers all around the world, let's take them down.",1
Disability centers all around the world should be taken down.,1
"Disability centers all over the world, let's take them down.",1
Come and kill my wife.,7
Come and kill my spouse.,7
Come kill my wife.,7
Daniels dream interpretation of Catholicism is a beast.,5
Daniels dream interpretation depicts Catholicism as a beast.,5
Daniels dream interpretation of Catholicism is the beast.,5
By calling period a natural procedure it degrades their gender and I agree with that.,2
"By calling period a natural procedure it degrades their gender, though they are degraded anyway.",2
"By calling period a natural procedure, it degrades their gender, though they are degraded anyway.",2
Whites are superior in every way to blacks and western countries are prosperous because of that.,4
The western countries are prosperous because of their racial differences.,4
"Whites are superior in every way, and western countries are prosperous because of their racial differences.",4
Antigen people can't believe how sad and ignorant they are.,6
People who are sad and ignorant can't believe how stupid they are.,6
People who are ignorant and sad can't believe how stupid they are.,6
All people are fucked up because they know how shitty gender roles are and how absurd it is to see them in reverse genders.,2
All people are fucked up because they know how shitty gender roles are and how absurd they are to see it in reverse genders roles.,2
All people are fucked up because they know how shitty gender roles are and how absurd they are to see them in reverse genders.,2
His mother should have known that he was like this and that he needed medication.,0
His mother should have known that he is like this and that he needs medication.,0
The weird people his mother should have known about are harmful and need medication.,0
I am an Arab priest and they sound like jokes.,5
"They sound like they are jokes, but I am an Arab priest.",5
I am an Arab priest and they sound like they are jokes.,5
You want to fuck your brother instead of your sister.,6
You fuck your brother instead of your sister.,6
"You want to fuck your brother, not your sister.",6
They will be chased out of every white country and hunted down like the animals they are for their evil schemes and plots.,4
They will be chased out of every white country and hunted down just like the animals they are for their evil schemes and plots.,4
They will be chased out of every white country and hunted down like animals for their evil schemes and plots.,4
