comment,class,cleaned_comment
"Stop war. Lead, Radiation, chemicals is killing this earth.  Share, care, sympathy, and empathy most of all Love is needed in this world.",0,Stop war lead radiation chemicals is killing this earth share care sympathy and empathy most of all love is needed in this world
Statistics show that if you support don lemon or you agree with him or if you think he's intelligent then you're overwhelmingly ignorant. Don't blame me that's just facts,0,"Statistics show that if you support Don Lemon, or you agree with him or if you think he is intelligent then you're overwhelmingly ignorant do not blame me that's just facts"
"Son, the greatest lesson I can teach you is this: Don't tell your troubles to others. Because if you tell ten people of the problem you are having. Seven of them won't care, two of them will laugh at you behind your back. One of them will tell you to deal with yourself.",0,Son the greatest lesson I can teach you is this do not tell your troubles to others because if you tell ten people of the problem you are having seven of them will not care two of them will laugh at you behind your back one of them will tell you to deal with yourself
Some of the lyrics are wrong,0,Some of the lyrics are wrong
Society is fucked for sure. And that’s everyone’s fault,0,Society is fucked for sure and that s everyone's fault
"So when i scroll down to read/leave a comment and scroll back up they blue like thumbs up goes away, it has done this 4 times in a row now. Hmm is it just a glitch or does YouTube remove it when they think you will just leave the video without checking? This happens a lot but only on channels like this.",0,So when I scroll down to read leave a comment and scroll back up the blew like thumbs up goes away it has done these times in a row now hmm is it just a glitch or does YouTube remove it when they think you will just leave the video without checking this happens a lot but only on channels like this
So sorry about this bombing attack in Manchester. Innocent people just died,0,So sorry about this bombing attack in Manchester innocent people just died
So how long have you lived in your mother's basement?,0,So how long have you lived in your mothers basement
Slow down the cuts between shots. Way too fast.,0,Slow down the cuts between shots way too fast
Short answer: if you are a murderer or child molester that is the natural choice.,0,Short answer if you are a murderer or child molester that is the natural choice
"She's a really courageous woman! She is one of the most impressive women I've ever listened to. I appreciate  her film, and I certainly wish her continued success and happiness. She is definitely a cut above both as a filmmaker, and most especially, as a person! She is an incrediblely remarkable woman!",0,She is a really courageous woman she is one of the most impressive women I have ever listened to I appreciate her film and I certainly wish her continued success and happiness she is definitely a cut above both as a filmmaker and most especially as a person she is an incredible remarkable woman
She the one being tense,0,She the one being tense
She is flawless. omfg,0,She is flawless OMFG
"Salute to this woman in Hollywood! You are so human, my lady. I love you",0,Salute to this woman in Hollywood you are so human my lady I love you
Responsibility is something that needs to grow inside of everyone,0,Responsibility is something that needs to grow inside of everyone
relax and do something...wink wink. hahahahaha! totally enjoying your videos! you both are super yummy!,0,Relax and do something wink wink haha hahaha totally enjoying your videos you both are super yummy
Red pill activism should be a thing.,0,Red pill activism should be a thing
Read this sentence slow,0,Read this sentence slow
put the speed on 1.5 its so good!,0,Put the speed on it is so good
Pokemon is the best game ever,0,Pokémon is the best game ever
"People in 2019 keep it that of racism ???... I'm puertorican, my grandma is native, my grandpa black, my mom is ""mulata"" , my dad is white. I'm white skin green eyes, flat nose, big lips... Haha What raze should I date??... I gonna tell you something- I love all kind of womens all of shapes, but curvy, Latinas, white, black, asian, arabian. I dnt know but every single raze and person have different type of beauty.  So lets keep racism down in the floor and rise the love for the humanity. And everybody have the personal choose of dating who's more attractive to them.  I choose the mix between white and black. We call mulata...Happy life!!!",0,"People in keep it that of racism I am Puerto Rican my grandma is native my grandpa black my mom is multi my dad is white I am white skin green eyes flat nose big lips haha what raze should I date i going to tell you something I love all kind of women's all shapes but curvy Latinas white black Asian Arabian i DNT know but every single raze and person have different type of beauty so lets keep racism down in the floor and rise the love for the humanity and everybody have the personal choose of dating who's more attractive to them, I choose the mix between white and black we call mulatahappy life"
"people have rights to follow there own religion, if they try to force people not the following there religion then that country running a dictatorship, hopefully soon there will be change in low by the international pressure,",0,People have rights to follow their own religion if they try to force people not the following there religion then that country running a dictatorship hopefully soon there will be change in low by the international pressure
People hate you People think your ugly  People think your a horrible person Well guess what   No ones name is people,0,People hate you people think your ugly people think you're a horrible person well guess what number ones name is people
"People are scared of change and things they don't know or understand! There's good and bad in every race, religion and culture!",0,People are scared of change and things they do not know or understand there is good and bad in every race religion and culture
"People are individuals.  Look at character and behavior, obviously. Race? Meh. That tells you a genetic geographical trait, and that's about it.",0,People are individuals look at character and behavior obviously race meh that tells you a genetic geographical trait and that's about it
"Our world should be ashamed, the west should live with the knowledge that we did nothing to stop this until it was far too late.",0,Our world should be ashamed the west should live with the knowledge that we did nothing to stop this until it was far too late
"Omg, Macklemore is iconic and I love him.",0,OMG Macklemore is iconic and I love him
Omg that is awesome so much hate but stay positive,0,OMG that is awesome so much hate but stay positive
"OMG Lucas !! Such a great kid, such a big grow",0,OMG Lucas such a great kid such a big growth
"Okay first of all Drag is not a fetish.  It can be but it's not inherently  meant to be.  It's performance art.  Its  a mature form of  performance art.  Its  literally grown ups playing dress up .  But yes it's highly sexualised as with anything catered to an adult audience so i think it's downright disgusting to bring your 5 year old child to a drag convention where literally companies  have booths selling sex toys.  Its not progressive to let your kids perform seductively infront of an audience, its creepy.",0,"Okay first drag is not a fetish it can be, but it is not inherently meant to be it is performance art it is a mature form of performance art it is literally grown-ups playing dress up but yes it is highly sexualized as with anything catered to an adult audience so I think it is downright disgusting to bring your year-old child to a drag convention where literally companies have booths selling sex toys it is not progressive to let your kids perform seductively in front of an audience it is creepy"
Oh god F*CK I’m crying :’),0,"oh, god FCC I am crying"
Not only the politicians are going into the wood chippers but also the police.,0,Not only the politicians are going into the wood chippers but also the police
"No shower for two days? I bet you smell like Doritos, Mountain dew and shameful sweat.",0,Number shower for two days I bet you smell like Doritos Mountain Dew and shameful sweat
No need to lip sync just get your mic and put it closer to you and you'll sound fine,0,Number need to lip sync just get your mic and put it closer to you and you'll sound fine
no fucking way a machine would recognize that shit LOL,0,Number fucking way a machine would recognize that shit lol
"No body can change their biological sex, but they can change their gender.",0,"Number body can change their biological sex, but they can change their gender"
"Nice concept, good story but poor act. Try harder next time",0,Nice concept good story but poor act try harder next time
"Next on your list, pierce your face with a katana.",0,Next on your list pierce your face with a Katanga
My sons school had someone in doing a talk for autism awareness he himself was autisic. He made aware that animals can be autisic too and introduced a picture of his pug lola whom is also autisic which I found interesting.  My 10 year old son is autisic,0,My sons school had someone in doing a talk for autism awareness he himself was autistic he made aware that animals can be autistic too and introduced a picture of his pug Lola who is also autistic which I found interesting my year-old son is autistic
"My smile is beaming, my skin is gleaming! YUH",0,My smile is beaming my skin is gleaming uh
My grandma had a roommate who was a drag queen I had drag queen knwonledge at 11 and what was cool lol,0,My grandma had a roommate who was a drag queen I had drag queen knowledge at and what was cool lol
"My fav is to ask her out, explicitly defining it as a date.  Try it. It works.",0,My fav is to ask her out explicitly defining it as a date try it is works
"My cousin has that, he's 7 but still can't talk properly like a 1 year old. He's sensitive to loud noise or crying noise. It's hard to talk to him but I still love him cuz he thinks of me as one of his favorite person besides his mother.",0,My cousin has that he is but still cannot talk properly like a year old he is sensitive to loud noise or crying noise it is hard to talk to him but I still love him because he thinks of me as one of his favorite person besides his mother
My car is my love of my life. I fucking love this bitch. It's fast and it makes me feel complete ,0,"My car is my love of my life I fucking love this bitch it is fast, and it makes me feel complete"
My best friend is muslim. And he is the best man in the world,0,"My best friend is Muslim, and he is the best man in the world"
"Much love to you, thank you for your courage. Keep speaking your truth",0,Much love to you thank you for your courage keep speaking your truth
Moving from France to Spain will be a motherfucking big change,0,Moving from France to Spain will be a motherfucking big change
Maybe I’m crazy. Maybe I’m not. I really don’t care if you try to fuck with my brain but ill stand strong bitch,0,Maybe I am crazy maybe I am not I really do not care if you try to fuck with my brain but I will stand strong bitch
Masterful. Love & pain in this here post,0,Masterful love pain in this here post
Love the videos,0,Love the videos
LOVE IS LOVE  ROSES ARE REDS VIOLET ARE BLUE HAPPINESS IS ALL COLOR'S  LESBIAN IS BLESSING  BISEXUAL IS BEAUTIFUL  GAY IS MARVELOUS! ROSES ARE RED VIOLETS ARE BLUE  IM GAY AND SO ARE YOU AND WE ARE HAPPY THAT WAY    DON'T BE RUDE BE RESPECTFUL FOR LGBTQ PEOPLE ITS LOVE AND LOVE IS AMAZINGLY IMPORTANT AND BEAUTIFUL WE ARE ALL HUMANS AND WE ALL LOVE NO MATTER WHAT,0,"Love is love roses are reds violet are blue happiness is all colors lesbian is blessing bisexual is beautiful gay is marvelous roses are red violets are blue I am gay and so are you, and we are happy that way do not be rude be respectful for LGBTQ people it is love and love is amazingly important and beautiful we are all humans, and we all love number matter what"
Love being roasted,0,Love being roasted
Lots of Loving ppl in world but unfortunately due to presence of few percentage of dead souls Make world Look like Hell,0,Lots of loving ppl in world but unfortunately due to presence of few percentages of dead souls make world look like hell
Lots of haters out there and for no reason at all,0,Lots of haters out there and for number reason at all
"Lmao, fucking hilarious",0,LMAO fucking hilarious
Literally the reason why I'm deleting my Instagram account. Sick of this fakery.,0,Literally the reason why I am deleting my Instagram account sick of this fakery
LILLY SINGH IS A QUEEN! Yay but when will be the next episode,0,Lilly sing his a queen yay but when will be the next episode
Lauren is SAVAGE. love her,0,Lauren is savage love her
Lady Gaga is the Freddie Mercury of our generation,0,Lady Gaga is the Freddie Mercury of our generation
Just wanna know how the fuck did this show up on my home on YouTube. So damn disturbing..,0,Just want to know how the fuck did this show up on my home on YouTube so damn disturbing
Just kidding but I know how It feels,0,Just kidding but I know how it feels
Japanese culture is ancient and unique,0,Japanese culture is ancient and unique
japan only rejected 99 they should reject all those mother fuckers,0,Japan only rejected they should reject all those motherfuckers
"Ive had panic attacks due to nothing. Or at least i wouldnt know what wouldve triggered it. My question is, is that normal?",0,I have had panic attacks due to nothing or at least i wouldn't know what would've triggered it my question is that normal
Its a challenge can anyone do it in reality,0,It is a challenge can anyone do it in reality
It's not guilt. It's stupidity on a scale unknown in human history.,0,It is not guilt it is stupidity on a scale unknown in human history
"It's like you can't do anything without someone saying it's wrong cause of other people ,it's a joke people.",0,It is like you cannot do anything without someone saying it is wrong cause of other people it is a joke people
It should be humanity first before any country,0,It should be humanity first before any country
It is very easy in Seattle for a wheeler! but it is not the same in all towns and countries!Ôªø ,0,"It is very easy in Seattle for a wheeler, but it is not the same in all towns and countries"
It is time for Trump to find a natural death or somehow a bullet finds him and puts us out of his misery.,0,It is time for trump to find a natural death or somehow a bullet finds him and puts us out of his misery
"It doesn't matter if you're black or white, gay or straight, woman or man, trance,  disabled, Dyslexic or intelligent we all are people.  Quality!",0,It doesn't matter if you're black or white gay or straight woman or man trance disabled dyslexic or intelligent we all are people quality
Islam is the true religion. believe it brothers,0,Islam is the true religion believe it brothers
Is there still a Job like this I would like to take it. Thats not a Joke!,0,Is there still a job like this I would like to take it that's not a joke
"Is that the dude who walked into the room, kissed the girl on the cheek, then left?",0,Is that the dude who walked into the room kissed the girl on the cheek then left
"Incredibly fucking annoying voice, but reasonable arguments. I agree",0,Incredibly fucking annoying voice but reasonable arguments I agree
"In the UK, there is a maximum of five years prison sentence for this abuse .. whether male or female!  It is non-gender specific.  It does not matter who abuses the most, it happens to both genders, and the law does not discriminate by gender",0,In the UK there is a maximum of five years prison sentence for this abuse whether male or female it is nongender specific it does not matter who abuses the most it happens to both genders and the law does not discriminate by gender
"In my opinion, God loves us all for who we are, no matter your sexuality, gender, races, religions or anything.  your actions and personalities count.",0,In my opinion god loves us all for who we are number matter your sexuality gender races religions or anything your actions and personalities count
"In a world full of hate remember to light up the darkness, as this world is but temporary.",0,In a world full of hate remember to light up the darkness as this world is but temporary
Im very glad to have friends,0,I am very glad to have friends
Im lesbian and proud im happy my friends accept me but i dont know if my family does but i dont care what anyone says im proud to be a lesbian,0,I am lesbian and proud I am happy my friends accept me but I do not know if my family does but I do not care what anyone says I am proud to be a lesbian
"Im from the philippines. When i go outside the country, they think im chinese but does it matter to me? Nope. Asians who grew up and living in Asia dont make a big deal bout this. Not sure why in America it's a different story.",0,I am from the Philippines when I go outside the country they think I am Chinese but does it matter to me nope Asians who grew up and living in Asia do not make a big deal bout this not sure why in America it is a different story
If you search 'couple goals' there's a picture of Danny & Aaron,0,If you search couple goals there is a picture of Danny Aaron
If you ever wake up one morning and want to smile because you're happy with being just who you are. Don't,0,If you ever wake up one morning and want to smile because you're happy with being just who you are do not
If they see the bully bulling her i would be     Hey here is the middle finger and i would record what they did so the can get in real trouble,0,If they see the bully bulling her I would be hey here is the middle finger and I would record what they did so the can get in real trouble
"If they are so much like family, why don' they treat them like family and sponsor thier petitions?",0,If they are so much like family why don they treat them like family and sponsor their petitions
If theres any Jikook shippers who ship them romantically...LIKE THIS VID AND THE COMMENT NOW,0,If there is any iBook shippers who ship them romanticallylike this vid and the comment now
Iconic woman she's done so much for the UN,0,Iconic woman she is done so much for the UN
I’m very sad about this fucking situation with all this muslims,0,I am very sad about this fucking situation with all this Muslims
I’m an arab and I can make a difference. And I see them as stylish people,0,I am an Arab and I can make a difference and I see them as stylish people
I’d like to see a because I’m black compilation video,0,I would like to see a because I am black compilation video
"I'm white, I'm proud to be white, I love diversity and people of all nations.... lets move on. :)",0,I am white I am proud to be white I love diversity and people of all nations lets move on
I'm sick and tired of this black and white thing....can't we just stop and let's be happy for just one day.....we are all one let's stop this please... One love and peace.,0,I am sick and tired of this black and white thing cant we just stop and let's be happy for just one day we are all one lets stop this please one love and peace
I'm glad someone finally also brought light on the pay gap in asian countries (description of video) because frankly often it is only focused on the US where the pay gap is really small already compared to asian countries. (in the US it's about 6%),0,I am glad someone finally also brought light on the pay gap in Asian countries description of video because frankly often it is only focused on the US where the pay gap is tiny already compared to Asian countries in the US it is about
I'm a male I would fight for women rights because we all are human,0,I am a male I would fight for women rights because we all are human
I'm a British born Muslim who helps Slovakians and other immigrants from that region. My faith has taught me to respect and honour.   These are strange times.,0,I am a British born Muslim who helps Slovakians and other immigrants from that region my faith has taught me to respect and honor these are strange times
I'm a bisexual but never had sex. I'm 31.,0,I am a bisexual but never had sex I am
"I'm  heterosexual and African by birth, by breed and by character... and a very traditional man, Xhosa to be precise. But i still believe in human rights... we are all equal, whatever  religion, ethnicity, demography, tribe or language... we are all equal. And one day people will be free enough to love and date whoever they wanna without prejudice and judgment. 2019‚Ä¶Viva human rights viva",0,I am heterosexual and African by birth by breed and by character and a very traditional man Xhosa to be precise but I still believe in human rights we are all equal whatever religion ethnicity demography tribe or language we are all equal and one day people will be free enough to love and date whoever they wanna without prejudice and judgment human rights viva
I would order a bucket of ice cold water so I can pour it on him,0,I would order a bucket of ice-cold water so I can pour it on him
I work 10 hour shifts starting at 4 am. I don't know if I can effectively cut caffeine.,0,I work hour shifts starting at am I do not know if I can effectively cut caffeine
"I wish him the best, as well as his children.",0,I wish him the best as well as his children
I wish everyone had a father like him so loving and caring,0,I wish everyone had a father like him so loving and caring
I was just recently dancing in the club with this song oh man I was grabbing some ass that was blast next day my legs hurts so bad,0,I was just recently dancing in the club with this song oh man I was grabbing some ass that was blast next day my legs hurts so bad
"I was hoping you'd post a new video!! I know you're busy, of course, but you're just so interesting, I wish you'd post moreÔªø",0,I was hoping you'd post a new video I know you're busy of course but you're just so interesting I wish you'd post more
"I was clinically depressed for a while and this blew my mind. Due to me having stress I don't say 'oh man I'm getting anxiety' or 'ugh I'm so depressed' because all that does is brings attention I don't want.  The fact that people make these illnesses a fashion merch makes me feel like everyone is looking in my or other people's directions. Memes are relatable,funny, and relieving. When he said 'Do people who post these memes have a mental illness or are they just doing it for ..' it made me wonder alot   Now Ik what people are capable of nowadays",0,I was clinically depressed for a while and this blew my mind due to me having stress I do not say oh man I am getting anxiety or ugh I am so depressed because all that does is bring attention I do not want the fact that people make these illnesses a fashion merch makes me feel like everyone is looking in my or other peoples directions memes are relatable funny and relieving when he said do people who post these memes have a mental illness or are they just doing it for it made me wonder a lot now in what people are capable of nowadays
I want to draw you something but I do not know where to send it. Do you have an instagram? ^^,0,I want to draw you something but I do not know where to send it do you have an Instagram
I want people to throw Skittles at me at my wedding,0,I want people to throw skittles at me at my wedding
I very much appreciate the Asian woman's smarts.,0,I very much appreciate the Asian women smarts
I think black and white are just labels. People can live together in piece despite colour dismatch,0,I think black and white are just labels people can live together in peace despite color dispatch
I support lgbt… i want youre support for lgbt in pakistan,0,I support LGBT I want your support for LGBT in Pakistan
I still have not come out to my family about  being Bieber and I'm just tearing up,0,I still have not come out to my family about being Bieber and I am just tearing up
I ship you guys please get back together,0,I ship you guys please get back together
I remember that scene from the X-Files and it made me so mad √∞¬ü¬ò¬° Mulder WHY,0,"I remember that scene from the files, and it made me so mad UO murder why"
I really wanna be in a public experiment like this myself as I am a trans man. Happy I can at least watch WWYD doing it. Please do more experiments with trans men/ transgender people in general.,0,I really want to be in a public experiment like this myself as I am a trans man happy I can at least watch way doing it please do more experiments with trans men transgender people in general
"I really like a lot of what you said here. I feel like i can barely speak up about this side of the topic because people are quick to shut down those who try to be too serious about it.  'Anxiety' and 'depression' and 'mental illness' have almost become buzz words. It seems that a lot of people don't know how difficult it is to really suffer and feel out of control of it all.   As you spoke about, there's a fine line these days between awareness and influence. People get ideas in their heads and see the memes and the relateable content and start linking everything to their own lives. Before you know it, you've got perfectly healthy people being tainted by the world and people around them, imposing problems upon themselves and making life more difficult than it needs to be. It desensitises the whole situation and now I have people coming to me with real problems who don't want to speak up because of the upsurge in people talking about it. They feel they wouldn't be taken seriously. And that's horrible.   I do understand though that it's an impossible seesaw to balance since so many people are involved and so many minds with a million ideas and actions are impossible to control and have on the same wave length.",0,"I really like a lot of what you said here I feel like I can barely speak up about this side of the topic because people are quick to shut down those who try to be too serious about it anxiety and depression and mental illness have almost become buzz words it seems that a lot of people do not know how difficult it is to really suffer and feel out of control of it all as you spoke about there is a fine line these days between awareness and influence people get ideas in their heads and see the memes and the relatable content and start linking everything to their own lives before you know it you've got perfectly healthy people being tainted by the world and people around them imposing problems upon themselves and making life more difficult than it needs to be it desensitizes the whole situation and now I have people coming to me with real problems who do not want to speak up because of the upsurge in people talking about it, they feel they wouldn't be taken seriously and that's horrible I do understand though that it is an impossible seesaw to balance since so many people are involved and so many minds with a million ideas and actions are impossible to control and have on the same wave length"
I pray to the god of the heavens and the Earth bless the victims of Boko Haram.,0,I pray to the god of the heavens and the earth bless the victims of Boko Haram
I love bi girls and lesbians,0,I love bi girls and lesbians
"I just want to sit down with both of them, buy them a drink, and just talk. I don't care what it's about, they just seem like people who must be great to have a conversation with.",0,I just want to sit down with both of them buy them a drink and just talk I do not care what it is about they just seem like people who must be great to have a conversation with
I just love hypocrisy. Am I sick?,0,I just love hypocrisy am I sick
I have started writing a book.,0,I have started writing a book
"I have autism, yet i have alot of friends",0,I have autism yet I have a lot of friends
I have a schizophrenia and I fight alone,0,I have a schizophrenia and I fight alone
I hate being alone at night. Its fucking creepy,0,I hate being alone at night it is fucking creepy
I got my first one today on my bday. I smoked too much weed. I thought I was going to die. Scariest shit ever. This is definitely useful so thank you.,0,I got my first one today on my bday I smoked too much weed I thought I was going to die the scariest shit ever this is definitely useful so thank you
I feel so dumb I want to have even labeled them as disabled even if I knew them.... when I think of disabilities and especially in terms of affecting one's relationship I think of more like mental disabilities or so serious that you can't use ur body. Thank you for enlightening me and I'm sorry.,0,I feel so dumb I want to have even labeled them as disabled even if I knew them when I think of disabilities and especially in terms of affecting ones relationship I think of more like mental disabilities or so serious that you cannot use you're body thank you for enlightening me and I am sorry
I feel like they should give the reporter a pistol or something to protect himself,0,I feel like they should give the reporter a pistol or something to protect himself
"I fear any future hate crime victim may well be labeled as just ""pulling a smollett"".",0,I fear any future hate crime victim may well be labeled as just pulling a Smollett
"I failed one little test and my mom got scared and said, ""You're moving with your auntie and uncle in Alaska.""",0,I failed one little test and my mom got scared and said you're moving with your auntie and uncle in Alaska
I don't understand why people get mad at the things that he says he has  A right to his opinion Just because he doesn't agree with you that does not make him a monster or evil person. It's annoying in 2018 on you to 2019 people are operating with an extremely sensitive Ignorant mindset if you don't agree with them,0,I do not understand why people get mad at the things that he says he has a right to his opinion just because he doesn't agree with you that does not make him a monster or evil person it is annoying in on you to people are operating with an extremely sensitive ignorant mindset if you do not agree with them
"I don't see why we don't just create a transgender category. Seems the most obvious and fair solution. Great athletes will still compete. And the playing field will be as level as can be.  I mean we create weight categories to maximise the fairness of boxing/mma fights. We recognise that just because two people are both male they compete at different levels.  We can do the same for transgender athletes, surely?",0,"I do not see why we do not just create a transgender category seems the most obvious and fair solution great athletes will still compete, and the playing field will be as level as can be I mean we create weight categories to maximize the fairness of boxing fights we recognize that just because two people are both male they compete at different levels we can do the same for transgender athletes surely"
I don't know but I don't trust  this guy's... It's all about the money... Plss let the dead in their world stop making shows...with his death..couse u didn't have ballssss when he was alive...,0,I do not know but I do not trust this guise it is all about the money pass let the dead in their world stop making shows with his bathhouse you did not have ballasts when he was alive
"I don't have any facts, I don't have any Statistics, I am a Human Being The fuck is that even mean?",0,I do not have any facts I do not have any statistics I am a human being the fuck is that even mean
"I don't care what people say these two fuckers are lying,the Facts are stacked against them I hope they going to pay for this smere campaign",0,"I do not care what people say these two fuckers are lying the facts are stacked against them, I hope they're going to pay for this smear campaign"
"I could not be as brave if I lost my son and husband, bless her strength and kind heart.",0,I could not be as brave if I lost my son and husband bless her strength and kind heart
I could just cuddle with him,0,I could just cuddle with him
I cant understand why someone would think it's ok to bullie someone,0,I cannot understand why someone would think it is ok to Billie someone
I cant be the only one that thinks this kinda sounds like make me cry by Noah Cyrus,0,I cannot be the only one that thinks this kinda sounds like make me cry by Noah Cyrus
I can smell the failure through my phone screen,0,I can smell the failure through my phone screen
i came from a small country in asia and not that much people doesnt know that every time i travel to somewhere else people ask me so are u chinese? or japanese? or korean? srly every country isnt china or japan or korea in asia,0,I came from a small country in Asia and not that much people doesn't know that every time I travel to somewhere else people ask me so are you Chinese or Japanese or Korean sly every country is not China or Japan or Korea in Asia
I bet they had jobs.,0,I bet they had jobs
I am so sorry for all the people who disrespect all you guys and I wish I could do something  so they wouldn'. But I can' but you guys know  I love all you guys.â¤,0,I am so sorry for all the people who disrespect all you guys and I wish I could do something so they wouldn't but I can but you guys know I love all you guys
"I am proud to be white I cant believe that some of these people said that they weren't proud to be white?? I'm proud to be white. I didn't choose my race, so just own it. Be proud to be what your are. You're black? Be proud to be black. Being proud of one's race/culture isn't exclusive to just POC or anyone else. Again, you are what you are so just own it.",0,I am proud to be white I cannot believe that some of these people said that they were not proud to be white I am proud to be white I did not choose my race so just own it be proud to be what you are you're black be proud to be black being proud of ones race culture is not exclusive to just POC or anyone else again you are what you are so just own it
I am possessed by deamons ,0,I am possessed by demons
I adore her voice. She is so talented. What a beat!,0,I adore her voice she is so talented what a beat
How much is this lawyer getting paid to go through all of this? It's not that much money in the world to take up for this fool!,0,How much is this lawyer getting paid to go through all of this it is not that much money in the world to take up for this fool
"How do you wake up and think this is actually cool? Like do you honestly believe that the average person, who adheres to normal and basic societal rules, looks upon you respectably in any manner?",0,How do you wake up and think this is actually cool like do you honestly believe that the average person who adheres to normal and basic societal rules looks upon you respectably in any manner
Holy shit I want to go to a wedding with eight pugs! Are you kidding me? Eight pugs?! That's fucking amazing and nobody can convince me otherwise.,0,Holy shit I want to go to a wedding with eight pugs are you kidding me eight pugs that's fucking amazing and nobody can convince me otherwise
hollywood is the most bizare sickest and evillest industry,0,Hollywood is the most bizarre sickest and evillest industry
His eyebrows probably represent his parents relationship,0,His eyebrows probably represent his parents relationship
Hey dude. You re awesome. Pls teach me!!!,0,Hey dude you're awesome pls teach me
hey baby you look like tinkerbell luhlulhulhulhulhluh,0,"Hey baby, you look like tinker bell luhlulhulhulhulhluh"
Here in 2019. May history be on the right side this time.,0,Here in May history be on the right side this time
Her smile is SO beautiful omg! Continue being who you are!,0,Her smile is so beautiful OMG continue being who you are
Head is the shape of a light bulb,0,Head is the shape of a light bulb
He's got the hottest man tits i've seen.,0,He is got the hottest man tits I have seen
He was so handsome in that era...he didn' use lipsticks at that time…,0,He was so handsome in that erase didn't use lipsticks at that time
He smiles while talking about drowning his own children,0,He smiles while talking about drowning his own children
He seems like the very talkative taxi driver,0,He seems like the very talkative taxi driver
He has lower iq than when water freezes,0,He has lower IQ than when water freezes
Has anyone cried in front of their parents and feel totally ashamed and invaded afterwards ?,0,Has anyone cried in front of their parents and feel totally ashamed and invaded afterward
Great video! Thank you √∞¬ü¬ô¬è,0,Great video thank you use
Gosh you guys are getting less funny with each episode.,0,"gosh, you guys are getting less funny with each episode"
Goosebumps when the beat drops üòä,0,"Goosebumps when the beat drops, USA"
"Good for him! That's an EDUCATED man, right there!",0,"Good for him, that's an educated man right there"
"God,my humble question to u almighty... Y u send them to earth to suffer?",0,Godly humble question to you almighty y you send them to earth to suffer
God bless you dears,0,God bless you dears
Girl:(anxiety attack)  Dog: you good bro?,0,Girl anxiety attack dog you good bro
"Gay. Straight. Homo. Lesbian. How about 'People"". Hmmm. Love you ALL!",0,Gay straight homo lesbian how about people Hamm love you all
Gas should be your preferred drink,0,Gas should be your preferred drink
Fucking good punch dude,0,"Fucking good punch, dude"
For the static sound - what do you use for editing? I know it'¬Ä¬ôs annoying but if you use premiere pro you should be able to use decrackling to help a bit,0,For the static sound what do you use for editing I know ITAs annoying but if you use premiere pro you should be able to use crackling to help a bit
Finally someone who means what he says. It's been a year and I'm still cackling.,0,"Finally someone who means what he says, it is being a year and I am still cackling"
Finally figured out where that voiceclip came from... I'¬Ä¬ôm so happy,0,"Finally figured out where that voice clip came from, IOM so happy"
Fake news fake news,0,fake news
Facing challenges is hard to go through.,0,Facing challenges is hard to go through
Every publicity is good publicity ha ? I'm here after watching leaving neverland i don't know he is guilty or not but in music he is a legend and no one can take that from him,0,Every publicity is good publicity ha I am here after watching leaving Neverland I do not know he is guilty or not but in music he is a legend and number one can take that from him
"Even watching it on screen feels intense....imagine what they would be feeling to witness this horror first hand. To just be there takes some courage, let alone even touching the dead.",0,Even watching it on screen feels intense imagine what they would be feeling to witness this horror first hand to just be there takes some courage let alone even touching the dead
Even straight boys played with Barbies when they were kids!  Not an issue.,0,"Even straight boys played with barbies when they were kids, not an issue"
"Equal pay message, um, says the guy who want socialism in the United States of America",0,Equal pay message um says the guy who want socialism in the United States of America
Enough is Enough,0,Enough is enough
dunno if this makes me disabled but I have asthma so if there was any running or stairs involved then il just die from suffocation in my own lungs haha xxx,0,Dunno if this makes me disabled but I have asthma so if there was any running or stairs involved the nil just die from suffocation in my own lungs haha XXX
Dont do drugs kids...,0,Do not do drugs kids
Don't ever kill yourself no matter what other people think or say about you it just matters what you think about yourself and how you feel,0,"Do not ever kill yourself number matter what other people think or say about you, it just matters what you think about yourself and how you feel"
Do you know why he is smiling because there is no “excretion law” in New Zealand! The max sentence he will receive from a judge is no more than 27 years in prison! Is this justice? Or because Muslims lives don't matter!???  :(((,0,Do you know why he is smiling because there is number excretion law in New Zealand the max sentence he will receive from a judge is number more than years in prison is this justice or because Muslims lives do not matter
Do you know how much boys are in a abusive relationship right now? This disgusts me.,0,Do you know how much boys are in an abusive relationship right now this disgusts me
Did anybody actually know that h3h3 was a reaction channel,0,Did anybody actually know that was a reaction channel
Depends on whether or not Ryan Reynolds is in the room,0,Depends on whether Ryan Reynolds is in the room
"Delightful!  Brought back some memories . . . .   Have a wonderful week, guys!",0,Delightful brought back some memories have a wonderful week guys
Damn that made me laugh!,0,Damn that made me laugh
Dad doing her hair so cute !!!!,0,Dad doing her hair so cute
Cutting fundings is just going to make the problem worse,0,Cutting fundings is just going to make the problem worse
Conveniences are all the real,0,Conveniences are all the real
congratu-fuckin-lations to all the pitbull owners who make it by without getting bitten. DO NOT ENCOURAGE PEOPLE TO FOLLOW IN YOUR FOOTSTEPS. i know people whose lives have been RUINED by these animals. regardless of your ''PACK MENTALITY'' these dogs are rage machines and your dodgeing a bullet every day they dont hurt your family.,0,congratufuckinlations to all the Pitbull owners who make it by without getting bitten do not encourage people to follow in your footsteps I know people whose lives have been ruined by these animals regardless of your pack mentality these dogs are rage machines and your dodging a bullet every day they do not hurt your family
Civil rights movement for transgendered people,0,Civil rights movement for transgendered people
